1110,1010,1001,1
1110,1011,0111,2
1000,1010,1100,3
0001,0111,1110,4
0100,1011,1001,5
0001,1111,0110,6
0011,1100,0111,7
0001,1111,0000,8
1010,1110,1111,9
1100,1101,0010,10
0101,1010,1000,11
1011,1111,1000,12
1010,1100,0010,13
1001,0010,1010,14
0110,0000,0111,15
1110,0100,1101,16
0011,1111,1000,17
1011,0000,0000,18
0100,1100,1010,19
0010,1110,1101,20
1000,0000,0100,21
1010,0111,0001,22
0000,0100,0100,23
0011,0101,0010,24
1110,1100,1110,25
0100,0010,1100,26
0011,1100,1101,27
0110,1010,1001,28
1111,1000,0010,29
0110,1000,0010,30
0000,0111,1101,31
1101,1001,1100,32
1010,0111,1011,33
1111,1011,1011,34
0001,0110,1101,35
0101,0101,0001,36
1101,0110,1011,37
0110,1100,0110,38
0000,0111,1000,39
0101,1010,1111,40
1100,0110,1011,41
1101,1000,1010,42
1010,0000,1111,43
0010,0110,0011,44
1110,0110,0110,45
0111,1100,0000,46
0001,0100,1101,47
1100,0011,1010,48
0000,1001,1110,49
1010,1001,0011,50
1000,0001,1001,51
0000,1010,0101,52
0011,0101,1110,53
0010,0111,1101,54
0011,0001,0010,55
1111,0111,1000,56
0001,1100,1101,57
1001,0000,0010,58
1001,1011,0100,59
0110,0101,0100,60
1100,1001,0110,61
1100,0111,1000,62
1110,1111,1010,63
1011,0100,1011,64
1101,0101,0001,65
1001,0110,1001,66
0101,1000,0101,67
0101,0000,1010,68
0111,1110,0001,69
0111,1001,0011,70
1000,1101,1100,71
1000,0001,0001,72
1110,0001,1011,73
0010,1011,0010,74
0011,0101,0100,75
1111,1011,1011,76
1001,0100,1010,77
1100,0110,1001,78
1110,1010,1101,79
1111,1001,0011,80
0111,0011,0011,81
1100,1100,1101,82
0111,1010,1001,83
0100,0101,0100,84
1001,1001,0001,85
1011,1010,0001,86
0100,1100,1001,87
0110,1110,0000,88
0011,0101,1101,89
0111,1111,0000,90
0100,1100,1111,91
0001,1111,0001,92
1010,1101,0111,93
1001,1001,1011,94
0010,0011,0000,95
1001,0100,0010,96
0000,0100,1100,97
0001,0010,1000,98
1100,1111,1011,99
1001,1010,1011,100
